FIPS,Other Christian Denominations_adh,Mainline Protestant_adh,Liturgical/Traditional_adh,Other_adh,Evangelical/Fundamentalist_adh,Judaism_adh,Hinduism_adh,Buddhism_adh,Islam_adh
31103,0.0,0.0,0.0,36.41,24.18,0.0,0.0,0.0,0.0
31183,98.01,8.91,26.73,62.370000000000005,1.55,0.0,0.0,0.0,0.0
8053,0.0,98.93,0.0,0.0,10.91,0.0,0.0,0.0,0.0
16033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30037,56.099999999999994,12.88,15.299999999999999,48.09,4.25,0.0,0.0,0.0,0.0
48393,0.0,0.0,0.0,0.0,52.489999999999995,0.0,0.0,0.0,0.0
2060,19.580000000000002,1.78,29.04,29.05,1.54,0.0,0.0,0.0,0.0
31085,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8079,119.57,57.080000000000005,32.61,76.09,34.08,0.0,0.0,0.0,0.0
46075,446.27,40.57,121.71000000000001,297.08000000000004,0.0,0.0,0.0,0.0,0.0
49009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30109,305.25,48.67,83.25,207.06,8.97,0.0,0.0,0.0,0.0
38007,37.29,15.44,10.17,23.73,0.0,0.0,0.0,0.0,0.0
48345,78.65,7.15,21.450000000000003,78.27,81.57999999999998,0.0,0.0,0.0,0.0
16025,50.05,4.55,13.649999999999999,68.99,0.0,0.0,0.0,0.0,0.0
30079,50.599999999999994,20.13,13.799999999999999,32.199999999999996,1.29,0.0,0.0,0.0,0.0
48155,61.27,5.57,16.71,38.99,68.91999999999999,0.0,0.0,0.0,0.0
48173,718.52,65.32,195.95999999999998,457.23999999999995,30.270000000000003,0.0,0.0,0.0,0.0
31165,126.94,11.54,34.62,94.0,0.0,0.0,0.0,0.0,0.0
30033,117.26,16.12,31.98,74.62,34.75,0.0,0.0,0.0,0.0
6003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,42.57,3.87,11.61,27.09,3.63,0.0,0.0,0.0,0.0
48433,150.15,13.65,40.95,143.74,111.14999999999999,0.0,0.0,0.0,0.0
31149,87.12,65.7,23.759999999999998,60.19,1.8900000000000001,0.0,0.0,0.0,0.0
46069,191.73,96.19,52.29,141.03,7.61,0.0,0.0,0.0,0.0
38083,41.28,60.08,10.44,24.36,16.59,0.0,0.0,0.0,0.0
20071,94.27000000000001,8.57,25.71,59.99,30.839999999999996,0.0,0.0,0.0,0.0
46063,291.94,71.0,79.62,185.78,2.2800000000000002,0.0,0.0,0.0,0.0
28055,0.0,0.0,0.0,0.0,9.19,0.0,0.0,0.0,0.0
48431,122.65,11.15,33.45,78.05000000000001,58.959999999999994,0.0,0.0,0.0,0.0
46021,212.52,129.42,57.96,146.86,5.88,0.0,0.0,0.0,0.0
8057,55.88,5.08,15.24,41.36,15.659999999999998,0.0,0.0,0.0,0.0
48101,156.2,14.2,42.599999999999994,101.57,85.31,0.0,0.0,0.0,0.0
30011,31.9,22.970000000000002,8.7,30.9,3.46,0.0,0.0,0.0,0.0
48137,382.14,34.74,104.22,271.31000000000006,63.99,0.0,0.0,0.0,0.0
48045,80.52000000000001,7.32,21.96,51.24,137.2,0.0,0.0,0.0,0.0
49031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48447,0.0,0.0,0.0,0.0,152.64,0.0,0.0,0.0,0.0
8061,7.19,0.0,0.0,121.72,29.879999999999995,0.0,0.0,0.0,0.0
46119,182.60000000000002,16.6,49.800000000000004,116.20000000000002,0.0,0.0,0.0,0.0,0.0
41069,78.96,6.89,20.669999999999998,50.989999999999995,18.18,0.0,0.0,0.0,0.0
2164,0.0,0.0,224.60000000000002,44.92,0.0,0.0,0.0,0.0,0.0
20199,111.32,12.499999999999998,30.36,70.84,0.0,0.0,0.0,0.0,0.0
48235,185.35000000000002,16.85,50.550000000000004,117.95000000000002,7.0,0.0,0.0,0.0,0.0
13265,0.0,10.53,0.0,0.0,19.05,0.0,0.0,0.0,0.0
20101,139.81,12.71,38.13,96.59,9.72,0.0,0.0,0.0,0.0
2068,48.95,4.45,13.350000000000001,44.120000000000005,13.35,0.0,0.0,0.0,0.0
31057,69.19,70.25,18.87,44.03,2.84,0.0,0.0,0.0,0.0
30019,203.94,34.55,55.62,129.78,8.129999999999999,0.0,0.0,0.0,0.0
46073,201.08,62.29999999999999,54.84,135.54000000000002,0.0,0.0,0.0,0.0,0.0
20033,22.769999999999996,2.07,6.209999999999999,20.409999999999997,44.879999999999995,0.0,0.0,0.0,0.0
30075,110.99,24.79,30.27,70.63,2.82,0.0,0.0,0.0,0.0
35011,589.1700000000001,53.24,159.72,380.91999999999996,80.91999999999999,0.0,0.0,0.0,0.0
20083,204.27,18.57,55.71,129.99,0.64,0.0,0.0,0.0,0.0
30055,95.47999999999999,39.160000000000004,26.04,64.4,16.89,0.0,0.0,0.0,0.0
38033,260.48,56.8,71.03999999999999,165.76,0.0,0.0,0.0,0.0,0.0
8017,285.66999999999996,26.769999999999996,77.91,185.79,8.52,0.0,0.0,0.0,0.0
48359,97.57,8.87,26.61,70.61999999999999,26.540000000000003,0.0,0.0,0.0,0.0
48125,184.58,16.78,50.34,123.67000000000002,102.98,0.0,0.0,0.0,0.0
38091,98.44999999999999,128.09,26.849999999999998,62.64999999999999,6.51,0.0,0.0,0.0,0.0
31015,385.88,64.14,105.24,251.07999999999998,5.64,0.0,0.0,0.0,0.0
31071,238.48,34.59,65.03999999999999,151.76,30.169999999999998,0.0,0.0,0.0,0.0
31049,131.67000000000002,26.450000000000003,35.910000000000004,83.79,22.35,0.0,0.0,0.0,0.0
48011,0.0,0.0,0.0,16.23,32.870000000000005,0.0,0.0,0.0,0.0
32011,118.04000000000002,10.24,30.72,71.68,10.67,0.0,0.0,0.0,0.0
41055,58.19,5.29,15.870000000000001,37.03,4.0600000000000005,0.0,0.0,0.0,0.0
46055,294.36,35.84,80.28,187.32,0.0,0.0,0.0,0.0,0.0
31069,148.5,35.56999999999999,40.5,94.5,20.009999999999998,0.0,0.0,0.0,0.0
38047,710.05,110.78,193.64999999999998,451.84999999999997,0.0,0.0,0.0,0.0,0.0
38065,370.91999999999996,72.82,101.16,236.04,0.0,0.0,0.0,0.0,0.0
31073,66.22,21.02,18.06,42.14,0.0,0.0,0.0,0.0,0.0
46095,161.7,94.0,44.099999999999994,102.89999999999999,8.61,0.0,0.0,0.0,0.0
30059,71.94,21.48,19.62,51.019999999999996,2.59,0.0,0.0,0.0,0.0
46017,749.87,159.56,204.51,477.19,0.0,0.0,0.0,0.0,0.0
30051,157.74,32.0,43.019999999999996,135.64999999999998,13.950000000000001,0.0,0.0,0.0,0.0
48327,127.82,42.81999999999999,34.86,97.14,16.67,0.0,0.0,0.0,0.0
29227,0.0,0.0,0.0,0.0,164.64999999999998,0.0,0.0,0.0,0.0
20025,69.08,7.49,18.84,52.0,17.21,0.0,0.0,0.0,0.0
41021,52.510000000000005,8.27,14.129999999999999,32.97,8.43,0.0,0.0,0.0,0.0
48243,165.32999999999998,15.03,45.089999999999996,107.72,30.439999999999998,0.0,0.0,0.0,0.0
30045,153.89000000000001,13.99,41.97,102.08000000000001,0.0,0.0,0.0,0.0,0.0
26083,105.93,42.04,28.89,67.41,0.0,0.0,0.0,0.0,0.0
30107,185.57,29.73,50.61,140.23000000000002,28.56,0.0,0.0,0.0,0.0
2100,41.62,35.31,10.379999999999999,29.99,9.75,0.0,0.0,0.0,0.0
20187,276.1,25.1,75.30000000000001,177.62,12.079999999999998,0.0,0.0,0.0,0.0
46049,295.02,43.580000000000005,80.46000000000001,205.9,0.0,0.0,0.0,0.0,0.0
2275,43.44,28.28,10.59,24.71,33.23,0.0,0.0,0.0,0.0
20203,211.09000000000003,19.19,57.57000000000001,134.33,6.74,0.0,0.0,0.0,0.0
38095,193.82,53.83,52.86,123.34,10.14,0.0,0.0,0.0,0.0
31077,761.02,93.69999999999999,205.68,484.49,0.0,0.0,0.0,0.0,0.0
48109,414.58000000000004,37.34,112.02000000000001,261.38,60.55,0.0,0.0,0.0,0.0
21201,0.0,0.0,0.0,0.0,14.68,0.0,0.0,0.0,0.0
38023,107.69,103.44999999999999,29.369999999999997,68.53,10.8,0.0,0.0,0.0,0.0
38001,133.98,63.9,36.54,85.25999999999999,64.91,0.0,0.0,0.0,0.0
38013,210.90999999999997,134.13,56.42999999999999,131.67,9.69,0.0,0.0,0.0,0.0
51091,19.17,16.9,0.0,6.72,3.58,0.0,0.0,0.0,0.0
13239,0.0,10.2,0.0,0.0,60.28999999999999,0.0,0.0,0.0,0.0
38075,145.53,138.38,39.69,92.61,5.01,0.0,0.0,0.0,0.0
53023,184.25,42.879999999999995,50.25,117.25,30.08,0.0,0.0,0.0,0.0
40025,77.11,7.01,21.03,49.07,66.47999999999999,0.0,0.0,0.0,0.0
46097,196.79000000000002,48.529999999999994,53.67,130.15,1.56,0.0,0.0,0.0,0.0
38037,223.74,81.67,61.019999999999996,142.38,12.870000000000001,0.0,0.0,0.0,0.0
38039,144.54000000000002,84.53,39.42,91.98,4.41,0.0,0.0,0.0,0.0
8033,76.45,6.79,20.37,47.53,7.9799999999999995,0.0,0.0,0.0,0.0
46111,200.64,52.260000000000005,54.72,136.13,0.0,0.0,0.0,0.0,0.0
38027,346.83000000000004,106.64000000000001,94.59,227.1,0.0,0.0,0.0,0.0,0.0
13307,0.0,3.24,0.0,0.0,49.19,0.0,0.0,0.0,0.0
2105,11.66,1.06,8.48,8.48,17.12,0.0,0.0,0.0,0.0
38043,215.93,70.88,58.89,137.41,0.0,0.0,0.0,0.0,0.0
8115,179.85000000000002,16.35,49.050000000000004,114.45000000000002,8.36,0.0,0.0,0.0,0.0
46089,137.28,55.74000000000001,37.44,104.61,0.0,0.0,0.0,0.0,0.0
46137,92.42999999999999,17.9,24.869999999999997,75.85,2.2,0.0,0.0,0.0,0.0
20065,212.70000000000002,19.05,57.150000000000006,133.35000000000002,16.74,0.0,0.0,0.0,0.0
20179,458.04,41.64,124.92,298.02,11.990000000000002,0.0,0.0,0.0,0.0
48413,680.79,61.89,185.67000000000002,433.23,73.33,0.0,0.0,0.0,0.0
20097,68.97999999999999,4.02,12.059999999999999,28.139999999999997,40.260000000000005,0.0,0.0,0.0,0.0
56027,64.67999999999999,41.24,17.64,41.16,0.28,0.0,0.0,0.0,0.0
46107,533.26,48.46,145.38,339.22,0.0,0.0,0.0,0.0,0.0
20049,63.11,5.36,16.080000000000002,37.52,18.0,0.0,0.0,0.0,0.0
49055,22.11,2.01,6.029999999999999,14.069999999999999,0.0,0.0,0.0,0.0,0.0
40057,88.0,8.0,24.0,56.0,192.01,0.0,0.0,0.0,0.0
38041,271.37,73.4,74.01,172.69,9.99,0.0,0.0,0.0,0.0
49033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20075,104.82999999999998,9.53,28.589999999999996,70.68,10.34,0.0,0.0,0.0,0.0
31063,19.69,36.519999999999996,5.37,12.530000000000001,2.1,0.0,0.0,0.0,0.0
38051,148.98000000000002,119.85000000000001,40.2,93.80000000000001,1.8900000000000001,0.0,0.0,0.0,0.0
31133,77.99000000000001,14.16,19.47,51.33,3.05,0.0,0.0,0.0,0.0
48079,424.49,38.59,115.77000000000001,281.91,76.03999999999999,0.0,0.0,0.0,0.0
20153,215.15999999999997,19.56,58.67999999999999,140.82,3.9,0.0,0.0,0.0,0.0
20017,121.88,11.08,33.24,83.78,0.0,0.0,0.0,0.0,0.0
16023,71.32,10.61,18.18,52.129999999999995,41.75,0.0,0.0,0.0,0.0
20023,55.91,28.9,14.79,34.51,10.99,0.0,0.0,0.0,0.0
31087,96.69,9.67,26.369999999999997,69.17999999999999,7.69,0.0,0.0,0.0,0.0
2066,12.740000000000002,1.11,3.33,27.559999999999995,4.800000000000001,0.0,0.0,0.0,0.0
48087,53.900000000000006,4.9,14.700000000000001,41.46,156.25,0.0,0.0,0.0,0.0
20135,339.19,33.9,92.1,214.89999999999998,12.090000000000002,0.0,0.0,0.0,0.0
20129,101.85999999999999,9.26,27.78,64.82,36.46,0.0,0.0,0.0,0.0
20063,250.93,22.07,63.12,162.0,0.0,0.0,0.0,0.0,0.0
46003,329.12,77.1,89.76,209.44,0.0,0.0,0.0,0.0,0.0
48385,239.25,21.75,65.25,159.5,78.71000000000001,0.0,0.0,0.0,0.0
20109,248.93,32.84,67.89,167.45999999999998,22.010000000000005,0.0,0.0,0.0,0.0
20039,81.95,19.17,22.35,59.39,6.62,0.0,0.0,0.0,0.0
48421,103.89,8.99,26.97,62.93,78.74000000000001,0.0,0.0,0.0,0.0
46071,31.35,34.099999999999994,8.55,19.950000000000003,10.68,0.0,0.0,0.0,0.0
20195,210.76,54.480000000000004,57.480000000000004,137.68,5.5600000000000005,0.0,0.0,0.0,0.0
48191,60.39,5.49,16.47,38.43,89.44999999999999,0.0,0.0,0.0,0.0
46043,145.85999999999999,118.93,39.78,95.38999999999999,0.0,0.0,0.0,0.0,0.0
46105,176.39000000000001,70.27,48.03,125.61000000000001,4.08,0.0,0.0,0.0,0.0
13061,0.0,0.0,0.0,0.0,17.7,0.0,0.0,0.0,0.0
31135,85.12,8.36,21.419999999999998,52.08,0.0,0.0,0.0,0.0,0.0
13007,0.0,13.21,0.0,0.0,20.45,0.0,0.0,0.0,0.0
13125,0.0,0.0,0.0,0.0,32.07,0.0,0.0,0.0,0.0
31061,48.73,59.489999999999995,13.29,31.009999999999998,3.53,0.0,0.0,0.0,0.0
31017,126.86,13.82,34.11,79.59,29.83,0.0,0.0,0.0,0.0
20047,319.77,35.16,87.21000000000001,203.49,7.23,0.0,0.0,0.0,0.0
20089,122.14,19.92,32.94,78.77,8.25,0.0,0.0,0.0,0.0
20105,83.05,9.59,22.65,64.42,4.12,0.0,0.0,0.0,0.0
20165,191.59000000000003,53.59,51.57000000000001,124.39,2.2,0.0,0.0,0.0,0.0
31163,609.29,55.39,166.17000000000002,387.73,3.4499999999999997,0.0,0.0,0.0,0.0
46117,466.62,65.53,127.26,296.94,0.0,0.0,0.0,0.0,0.0
38011,329.2,124.56,89.4,208.60000000000002,12.24,0.0,0.0,0.0,0.0
38063,227.7,158.8,62.099999999999994,147.54999999999998,0.0,0.0,0.0,0.0,0.0
30025,160.49,77.31,43.769999999999996,102.13,21.98,0.0,0.0,0.0,0.0
48295,272.07,31.98,73.56,181.45,38.019999999999996,0.0,0.0,0.0,0.0
31083,74.14,26.520000000000003,20.22,50.11,0.0,0.0,0.0,0.0,0.0
48105,205.92,18.72,56.16,131.04,47.82000000000001,0.0,0.0,0.0,0.0
48417,48.84,6.5200000000000005,13.32,31.080000000000002,79.61,0.0,0.0,0.0,0.0
20207,73.15,22.119999999999997,19.950000000000003,46.550000000000004,3.05,0.0,0.0,0.0,0.0
48271,332.96999999999997,36.12,90.81,211.89,43.67999999999999,0.0,0.0,0.0,0.0
46059,262.02,36.86,71.46000000000001,175.27,9.49,0.0,0.0,0.0,0.0
48229,322.96,29.36,88.08,205.51999999999998,19.05,0.0,0.0,0.0,0.0
6091,17.71,1.61,4.83,13.120000000000001,17.05,0.0,0.0,0.0,0.0
37177,35.2,15.940000000000001,9.600000000000001,27.020000000000003,28.19,0.0,0.0,0.0,0.0
48129,55.31999999999999,19.419999999999998,13.799999999999999,41.41,128.6,0.0,0.0,0.0,0.0
40059,108.57,9.87,29.61,70.61999999999999,59.32,0.0,0.0,0.0,0.0
48081,39.489999999999995,3.59,10.77,25.13,87.31,0.0,0.0,0.0,0.0
38029,898.04,106.28000000000002,244.92000000000002,571.48,2.37,0.0,0.0,0.0,0.0
48095,170.5,15.5,46.5,108.5,29.990000000000002,0.0,0.0,0.0,0.0
48461,413.72999999999996,36.76,110.28,261.85,57.7,0.0,0.0,0.0,0.0
30039,119.35,17.479999999999997,32.55,79.58,0.0,0.0,0.0,0.0,0.0
48275,137.45000000000002,12.17,36.51,85.19,101.22,0.0,0.0,0.0,0.0
27155,241.89,70.02,65.97,153.93,0.0,0.0,0.0,0.0,0.0
48435,384.48,74.28999999999999,103.92,252.86,29.450000000000003,0.0,0.0,0.0,0.0
20019,11.87,13.719999999999999,2.94,6.859999999999999,31.939999999999998,0.0,0.0,0.0,0.0
31125,413.93000000000006,49.050000000000004,112.89000000000001,263.41,0.0,0.0,0.0,0.0,0.0
46007,73.47999999999999,89.79,20.04,46.76,0.0,0.0,0.0,0.0,0.0
48211,201.63,18.33,54.989999999999995,137.18,103.67,0.0,0.0,0.0,0.0
48383,227.14999999999998,20.65,61.949999999999996,144.54999999999998,58.98,0.0,0.0,0.0,0.0
31181,20.64,5.66,5.13,11.969999999999999,4.71,0.0,0.0,0.0,0.0
38031,164.78,38.24,44.94,107.80000000000001,18.630000000000003,0.0,0.0,0.0,0.0
2195,33.49,36.18,8.82,22.05,14.43,0.0,0.0,0.0,0.0
2013,0.0,0.0,42.400000000000006,40.64,1.02,0.0,0.0,0.0,0.0
31105,153.25,33.019999999999996,40.89,97.16,12.700000000000001,0.0,0.0,0.0,0.0
40129,0.0,0.0,0.0,5.81,127.83,0.0,0.0,0.0,0.0
46061,284.13,25.83,77.49,191.11999999999998,0.0,0.0,0.0,0.0,0.0
48023,229.79000000000002,20.89,62.67,154.31,75.5,0.0,0.0,0.0,0.0
8023,321.96999999999997,29.27,87.81,204.89,0.57,0.0,0.0,0.0,0.0
20141,129.86,12.74,34.8,81.19999999999999,6.5,0.0,0.0,0.0,0.0
8009,38.720000000000006,3.39,10.17,23.73,27.499999999999996,0.0,0.0,0.0,0.0
16061,294.03999999999996,33.66,77.69999999999999,188.38,12.859999999999998,0.0,0.0,0.0,0.0
29129,35.5,2.4,7.199999999999999,23.02,66.26,0.0,0.0,0.0,0.0
30091,113.18,45.75,30.69,71.61,7.33,0.0,0.0,0.0,0.0
48197,63.25,5.75,17.25,40.25,91.28,0.0,0.0,0.0,0.0
20183,41.910000000000004,39.39,11.43,32.269999999999996,26.08,0.0,0.0,0.0,0.0
35003,272.86,24.62,73.86,172.34,6.85,0.0,0.0,0.0,0.0
17069,75.35,6.85,20.549999999999997,47.949999999999996,41.78,0.0,0.0,0.0,0.0
48151,161.81,14.71,44.13,102.97,99.82,0.0,0.0,0.0,0.0
30097,45.59,46.24,12.24,28.560000000000002,2.8,0.0,0.0,0.0,0.0
51720,40.589999999999996,8.9,11.07,25.83,30.46,0.0,0.0,0.0,0.0
13101,0.0,0.0,0.0,0.0,16.65,0.0,0.0,0.0,0.0
19003,65.89,21.630000000000003,17.91,41.79,0.0,0.0,0.0,0.0,0.0
38019,462.11,99.03,126.03,298.12,4.5600000000000005,0.0,0.0,0.0,0.0
46085,918.06,274.76,250.38,584.22,4.569999999999999,0.0,0.0,0.0,0.0
29103,132.05,10.28,30.839999999999996,71.96,39.150000000000006,0.0,0.0,0.0,0.0
40045,67.81,6.0,18.0,45.730000000000004,64.03,0.0,0.0,0.0,0.0
17151,0.0,0.0,0.0,0.0,23.53,0.0,0.0,0.0,0.0
27077,73.99000000000001,98.39,19.29,47.14,6.449999999999999,0.0,0.0,0.0,0.0
20081,186.23,16.93,50.79,120.35999999999999,37.66,0.0,0.0,0.0,0.0
28125,10.08,23.9,2.37,11.32,45.13,0.0,0.0,0.0,0.0
46025,81.95,61.46000000000001,22.35,68.68,5.79,0.0,0.0,0.0,0.0
38081,166.1,120.12,45.3,105.69999999999999,0.0,0.0,0.0,0.0,0.0
31029,180.69,16.41,49.230000000000004,118.98,14.139999999999999,0.0,0.0,0.0,0.0
38085,189.64,158.75,51.72,120.67999999999999,5.12,0.0,0.0,0.0,0.0
46031,281.05,133.75,76.65,178.85000000000002,3.54,0.0,0.0,0.0,0.0
27125,462.66,96.79000000000002,126.18,294.42,0.0,0.0,0.0,0.0,0.0
53013,77.74,16.99,20.580000000000002,48.02,7.170000000000001,0.0,0.0,0.0,0.0
48319,192.28,40.24,52.44,142.6,20.78,0.0,0.0,0.0,0.0
38103,277.15000000000003,87.86999999999999,73.53,174.08,33.529999999999994,0.0,0.0,0.0,0.0
20093,181.34,23.920000000000005,48.36,116.61,30.86,0.0,0.0,0.0,0.0
46045,261.59,57.08,70.98,177.64000000000001,0.0,0.0,0.0,0.0,0.0
38069,338.33,94.33000000000001,91.89,214.41,3.3899999999999997,0.0,0.0,0.0,0.0
46053,419.51,56.470000000000006,114.03,266.07,5.300000000000001,0.0,0.0,0.0,0.0
29197,10.2,3.28,0.0,2.33,38.44,0.0,0.0,0.0,0.0
21189,9.790000000000001,0.89,2.67,12.399999999999999,19.25,0.0,0.0,0.0,0.0
20119,209.94,20.299999999999997,55.050000000000004,150.64000000000001,24.939999999999998,0.0,0.0,0.0,0.0
31175,325.49,35.01,88.77,207.13,9.700000000000001,0.0,0.0,0.0,0.0
20185,36.08,3.07,9.209999999999999,23.949999999999996,30.97,0.0,0.0,0.0,0.0
35059,529.71,47.98,143.94,338.79999999999995,21.91,0.0,0.0,0.0,0.0
38045,198.48000000000002,64.35,53.730000000000004,130.62,13.71,0.0,0.0,0.0,0.0
31129,184.58,36.800000000000004,50.34,122.59,11.59,0.0,0.0,0.0,0.0
38025,443.52,98.91999999999999,120.96000000000001,287.86,1.83,0.0,0.0,0.0,0.0
32029,349.46999999999997,33.33,95.31,222.39,0.27,0.0,0.0,0.0,0.0
22107,21.23,7.52,5.79,13.51,34.0,0.0,0.0,0.0,0.0
40053,97.13,8.83,26.490000000000002,61.81,76.09,0.0,0.0,0.0,0.0
35023,225.61,20.51,61.53,145.48000000000002,8.74,0.0,0.0,0.0,0.0
35033,838.2,76.2,228.60000000000002,533.4000000000001,37.849999999999994,0.0,0.0,0.0,0.0
27069,71.69,118.23,19.259999999999998,50.17,5.07,0.0,0.0,0.0,0.0
51017,22.060000000000002,26.009999999999998,4.71,14.55,8.379999999999999,0.0,0.0,0.0,0.0
30071,79.31,39.699999999999996,21.63,56.510000000000005,10.31,0.0,0.0,0.0,0.0
29087,16.94,1.54,4.62,12.91,38.8,0.0,0.0,0.0,0.0
20007,271.78000000000003,27.580000000000005,73.80000000000001,182.37,22.88,0.0,0.0,0.0,0.0
55078,242.21999999999997,22.02,66.06,154.14,7.050000000000001,0.0,0.0,0.0,0.0
16037,91.29,8.4,23.73,72.45,6.010000000000001,0.0,0.0,0.0,0.0
48267,109.11999999999999,27.72,29.339999999999996,73.72999999999999,42.0,0.0,0.0,0.0,0.0
46039,137.82999999999998,87.56,37.589999999999996,98.41999999999999,0.0,0.0,0.0,0.0,0.0
46091,173.69,67.22999999999999,47.37,120.26,0.0,0.0,0.0,0.0,0.0
16003,153.33,13.63,40.89,101.35000000000001,12.27,0.0,0.0,0.0,0.0
53069,46.32,16.62,12.36,40.83,2.0999999999999996,0.0,0.0,0.0,0.0
17013,215.70999999999998,22.049999999999997,58.83,137.26999999999998,28.770000000000003,0.0,0.0,0.0,0.0
35019,574.15,52.02,156.06,364.14,13.960000000000003,0.0,0.0,0.0,0.0
48333,111.1,14.18,30.299999999999997,75.19,116.91,0.0,0.0,0.0,0.0
40043,88.11,8.01,24.03,60.75,99.84,0.0,0.0,0.0,0.0
32017,68.75,11.45,18.75,45.75,4.8,0.0,0.0,0.0,0.0
21105,45.760000000000005,8.629999999999999,12.48,29.12,90.97999999999999,0.0,0.0,0.0,0.0
8095,278.55,25.14,75.42,175.98000000000002,18.1,0.0,0.0,0.0,0.0
30061,57.540000000000006,4.96,14.879999999999999,41.599999999999994,6.8,0.0,0.0,0.0,0.0
13249,0.0,6.11,0.0,0.0,74.31,0.0,0.0,0.0,0.0
42023,191.07,43.62,52.11,125.99,0.44,0.0,0.0,0.0,0.0
32021,64.7,5.49,16.47,39.53,30.82,0.0,0.0,0.0,0.0
31123,171.53,24.09,47.92,112.5,10.84,0.0,0.0,0.0,0.0
55037,178.86,20.720000000000002,48.78,113.82000000000001,0.0,0.0,0.0,0.0,0.0
16071,31.130000000000003,2.83,8.49,19.810000000000002,1.18,0.0,0.0,0.0,0.0
37095,2.83,18.07,0.0,0.0,19.349999999999998,0.0,0.0,0.0,0.0
56017,101.85999999999999,38.25,27.78,64.82,15.809999999999999,0.0,0.0,0.0,0.0
31065,89.31,20.79,24.21,58.65,6.6,0.0,0.0,0.0,0.0
19159,52.980000000000004,4.46,13.379999999999999,32.29,1.8599999999999999,0.0,0.0,0.0,0.0
20157,122.46000000000001,32.98,32.22,77.11,9.530000000000001,0.0,0.0,0.0,0.0
48103,311.08000000000004,28.28,84.84,201.38,41.989999999999995,0.0,0.0,0.0,0.0
29171,35.150000000000006,2.97,8.91,23.990000000000002,56.269999999999996,0.0,0.0,0.0,0.0
8027,95.55,25.060000000000002,24.48,66.69,6.8999999999999995,0.0,0.0,0.0,0.0
29199,48.56999999999999,1.59,4.7700000000000005,11.13,22.88,0.0,0.0,0.0,0.0
30065,75.32,11.29,19.02,46.54,1.47,0.0,0.0,0.0,0.0
5013,0.63,6.209999999999999,0.0,12.03,79.52000000000001,0.0,0.0,0.0,0.0
8121,96.58000000000001,10.639999999999999,26.22,63.260000000000005,8.17,0.0,0.0,0.0,0.0
21039,37.4,3.4,10.2,36.230000000000004,57.1,0.0,0.0,0.0,0.0
48247,963.9300000000001,100.84,262.35,612.1500000000001,5.449999999999999,0.0,0.0,0.0,0.0
2070,23.509999999999998,3.8499999999999996,127.25,37.68,6.21,0.0,0.0,0.0,0.0
8091,119.79,40.25,32.67,81.15,2.49,0.0,0.0,0.0,0.0
51045,4.07,0.37,1.1099999999999999,5.040000000000001,27.139999999999993,0.0,0.0,0.0,0.0
