county_fip,democrat_votes,republican_votes,other_votes
45089,10289,5532,15985
45091,59008,82727,144050
46003,317,1052,1405
46005,2107,4808,7081
46007,466,694,1183
46009,721,2235,3001
46011,6110,8000,14567
46013,6538,10580,17547
46015,673,1750,2490
46017,352,183,549
46019,939,3731,4802
46021,117,747,873
46023,1177,2552,3783
46025,437,1373,1850
46027,3083,2456,5698
46029,3837,8958,13161
46031,622,647,1283
46033,1522,3852,5494
46035,2648,5613,8454
46037,1052,1869,2964
46039,609,1699,2350
46041,1131,790,1966
46043,216,1468,1707
46045,417,1538,1985
46047,1053,2878,4042
46049,198,964,1182
46051,1056,2618,3745
46053,455,1771,2258
46055,105,1026,1137
46057,647,2372,3083
46059,373,1433,1836
46061,557,1793,2388
46063,49,748,813
46065,2953,5522,8723
46067,762,2944,3767
46069,136,564,710
46071,359,738,1115
46073,270,721,1006
46075,90,498,599
46077,819,1904,2779
46079,2068,3681,5873
46081,4537,8753,13828
46083,11981,19617,32396
46085,525,1042,1597
46087,769,2068,2900
46089,222,1075,1324
46091,858,1287,2178
46093,3285,9875,13670
46095,298,449,769
46097,320,787,1138
46099,40482,49249,92326
46101,1179,1951,3206
46102,2829,297,3200
46103,20606,35063,57518
46105,239,1401,1669
46107,227,1139,1380
46109,1828,2404,4307
46111,257,905,1185
46115,998,2104,3163
46117,421,1203,1652
46119,185,726,930
46121,1963,532,2539
46123,495,2161,2696
46125,1139,3290,4548
46127,2725,5944,8855
46129,565,1966,2580
46135,4016,6581,10900
46137,481,404,906
47001,11741,23184,35570
47003,4453,14354,19088
47005,1529,5668,7260
47007,971,4725,5758
47009,17932,47369,66609
47011,9851,35204,45865
47013,2441,12331,14933
47015,1261,5190,6557
47017,2559,9205,11905
47019,4529,19584,24492
47021,5514,14438,20260
47023,1412,5952,7584
47025,2202,10604,12945
47027,735,2733,3506
47029,2533,12162,14859
47031,5705,17883,24282
47033,1382,4673,6114
47035,6728,25168,32279
47037,199703,100218,309658
47039,904,4229,5241
47041,1750,6672,8513
47043,6106,17643,24323
47045,3158,11768,15079
47047,7027,15690,22984
47049,1214,7441,8729
47051,4864,13987,19132
47053,5771,16259,22335
47055,3298,9784,13203
47057,1467,8565,10134
47059,5199,22259,28087
47061,988,4802,5855
47063,5500,18811,24631
47065,75522,92108,171113
47067,362,2372,2744
47069,4180,5760,10063
47071,1775,9559,11538
47073,4083,20405,24824
47075,4012,3343,7439
47077,2092,9797,12020
47079,3548,11239,15047
47081,2130,7577,9832
47083,871,2718,3686
47085,2017,6120,8236
47087,1135,4118,5323
47089,4654,18651,23616
47091,1246,6468,7801
47093,91422,124540,220556
47095,526,1492,2034
47097,3193,5674,8965
47099,3195,15334,18718
47101,1072,4474,5609
47103,2919,12281,15608
47105,6948,21713,29347
47107,4361,18198,22844
47109,1943,9093,11275
47111,1307,8096,9487
47113,18390,23943,42950
47115,3177,9911,13256
47117,3605,11043,14878
47119,14418,31464,46657
47121,1008,4467,5532
47123,3764,16783,20797
47125,32472,42187,76758
47127,573,2888,3539
47129,1167,6930,8228
47131,2589,10790,13521
47133,2033,7918,10037
47135,615,2775,3428
47137,525,2381,2931
47139,1492,6792,8360
47141,9185,23759,33593
47143,2369,11050,13637
47145,6043,19230,25917
47147,8692,24536,33717
47149,59341,81480,143878
47151,986,8004,9052
47153,1298,5855,7252
47155,8721,33783,43535
47157,246105,129815,382055
47159,1802,7136,9051
47161,1232,4950,6296
47163,17272,55860,74357
47165,27680,63454,92630
47167,6837,20070,27308
47169,1012,2936,3998
47171,1615,6599,8307
47173,1249,6803,8123
47175,544,2342,2921
47177,3924,11850,16009
47179,18638,40444,60203
47181,820,5795,6669
47183,3020,10396,13735
47185,2143,9606,11895
47187,50161,86469,139016
47189,22254,50296,74330
48001,3955,15110,19227
48003,850,4943,5863
48005,9143,25076,34574
48007,2916,9239,12290
48009,446,4300,4796
48011,75,1035,1112
48013,5876,12039,18118
48015,2951,11447,14554
48017,409,1434,1860
48019,2505,10057,12715
48021,15474,20516,36665
48023,183,1494,1702
48025,3288,6006,9420
48027,57014,67893,127375
48029,448452,308618,770818
48031,1911,5443,7441
48033,16,397,416
48035,1561,7469,9126
48037,10747,27116,38261
48039,62228,90433,154984
48041,35349,47530,85061
48043,2258,2461,4822
48045,78,639,725
48047,1470,998,2484
48049,2107,13698,15969
48051,1788,6743,8609
48053,5639,18767,24717
48055,6672,8031,14973
48057,2148,5641,7856
48059,734,6012,6832
48061,64063,49032,114174
48063,1394,3626,5060
48065,297,2779,3122
48067,2795,11033,13927
48069,466,1602,2083
48071,3997,17353,21652
48073,4210,15101,19508
48075,310,1943,2279
48077,614,5069,5744
48079,177,809,1000
48081,178,1586,1779
48083,451,3641,4124
48085,230945,252318,490856
48087,155,1048,1218
48089,2420,7472,9975
48091,24826,62740,88892
48093,853,5177,6086
48095,197,1058,1268
48097,3210,15596,18996
48099,7565,15438,23493
48101,113,540,662
48103,241,1247,1503
48105,344,1220,1574
48107,527,1396,1953
48109,438,415,864
48111,197,1389,1609
48113,598576,307076,919504
48115,808,2951,3789
48117,1264,3294,4610
48119,403,2162,2592
48121,188695,222480,417964
48123,1494,6567,8118
48125,130,853,988
48127,2264,1384,3666
48129,198,1438,1648
48131,2575,2443,5053
48133,983,7237,8293
48135,11367,32697,44591
48137,168,893,1066
48139,27565,56717,85493
48141,178126,84331,266729
48143,2916,13684,16856
48145,1899,4177,6133
48147,2655,12171,15007
48149,2661,10171,12941
48151,352,1448,1826
48153,438,1584,2039
48155,99,445,551
48157,195552,157718,357514
48159,804,4161,5009
48161,1635,6991,8711
48163,2422,2823,5279
48165,576,5355,5996
48167,58842,93911,155060
48169,231,1413,1653
48171,3176,12514,15850
48173,39,611,653
48175,877,3085,3995
48177,1948,5627,7648
48179,829,6840,7782
48181,14506,44163,59474
48183,14796,32493,47982
48185,2833,9432,12414
48187,28805,47553,77619
48189,2279,7177,9586
48191,168,995,1169
48193,641,3616,4351
48195,166,1849,2047
48197,241,1330,1580
48199,3474,23858,27635
48201,918193,700630,1640818
48203,7908,21466,29717
48205,195,1868,2078
48207,353,1840,2214
48209,59524,47680,109395
48211,206,1486,1720
48213,7060,28911,36317
48215,128199,90527,220884
48217,2860,11926,14931
48219,1482,6536,8100
48221,5648,26496,32541
48223,3046,12719,15941
48225,2314,7060,9438
48227,2069,8054,10241
48229,371,779,1165
48231,8906,29163,38597
48233,965,7681,8773
48235,120,759,889
48237,331,3418,3782
48239,1033,5231,6353
48241,2954,12542,15611
48243,501,784,1305
48245,46073,47570,94759
48247,1197,833,2036
48249,6119,7453,13669
48251,16464,54628,72020
48253,999,5660,6741
48255,1234,3968,5252
48257,18405,37624,56718
48259,6020,20083,26452
48261,65,127,194
48263,47,411,462
48265,6524,20879,27745
48267,284,1987,2292
48269,8,151,159
48271,446,1144,1603
48273,5314,5504,10944
48275,265,1180,1456
48277,4458,16760,21442
48279,840,3521,4410
48281,2144,8086,10399
48283,1052,1335,2406
48285,1333,8804,10197
48287,1750,6255,8087
48289,1072,7523,8674
48291,5785,23302,29334
48293,2213,6789,9095
48295,131,1205,1353
48297,819,4199,5054
48299,2465,10079,12660
48301,4,60,66
48303,40017,78861,120817
48305,428,1853,2293
48307,490,2904,3436
48309,36688,59543,97872
48311,53,460,516
48313,1088,4169,5298
48315,1339,3470,4864
48317,288,1857,2160
48319,457,1991,2474
48321,3733,9845,13727
48323,8332,6881,15346
48325,6773,15642,22657
48327,197,823,1028
48329,12329,45624,58859
48331,2496,7984,10578
48333,271,2217,2505
48335,397,2170,2579
48337,1097,8615,9819
48339,74377,193382,271543
48341,1062,4359,5508
48343,1669,3872,5587
48345,46,604,652
48347,9000,17378,26785
48349,5101,13800,19123
48351,1173,4882,6094
48353,1162,4131,5357
48355,60925,64617,127322
48357,302,2812,3156
48359,81,917,1009
48361,6357,29186,35994
48363,2178,10179,12489
48365,2057,9326,11451
48367,13017,62045,76128
48369,488,2135,2650
48371,1382,3215,4668
48373,5387,18573,24186
48375,9921,22820,33337
48377,1463,721,2217
48379,842,5155,6053
48381,12802,50796,64674
48383,172,942,1124
48385,320,1643,1982
48387,1246,4517,5806
48389,1395,2254,3689
48391,1108,2210,3366
48393,17,529,550
48395,2374,5646,8099
48397,16412,36726,53891
48399,552,3807,4409
48401,4629,16534,21377
48403,669,4784,5491
48405,980,3007,4002
48407,2337,10161,12640
48409,8988,16516,25891
48411,287,2308,2602
48413,211,940,1159
48415,818,4983,5870
48417,130,1484,1628
48419,2068,7975,10087
48421,91,886,992
48423,29615,69080,100089
48425,768,4105,4947
48427,9123,8247,17525
48429,397,3385,3800
48431,51,584,639
48433,116,615,736
48435,322,1222,1557
48437,478,1845,2355
48439,411567,409741,834697
48441,14588,39547,55135
48443,119,334,458
48445,757,2812,3612
48447,82,806,894
48449,2856,7570,10541
48451,12239,32313,45210
48453,435860,161337,608575
48455,1323,5579,6938
48457,1403,8194,9660
48459,2877,15809,18892
48461,170,1178,1368
48463,4073,6174,10344
48465,6771,8284,15280
48467,3516,22270,26029
48469,10380,23358,34188
48471,7884,15375,23612
48473,8191,14260,22734
48475,764,3241,4060
48477,4261,12959,17427
48479,41820,25898,68397
48481,4694,11926,16761
48483,168,2159,2337
48485,13161,32069,46040
48487,956,3524,4524
48489,3108,2441,5549
48491,143795,139729,289555
48493,6350,18463,25013
48495,358,1753,2126
48497,4973,27032,32365
48499,3509,19049,22779
48501,420,2174,2631
48503,1034,7110,8239
48505,1826,2033,3874
48507,2864,1490,4379
49001,357,2695,3100
49003,4473,21548,27023
49005,16650,38032,58358
49007,2392,6693,9369
49009,111,496,619
49011,57411,104135,169814
49013,843,7512,8561
49015,572,4207,4898
49017,514,2158,2732
49019,2806,2248,5185
49021,4892,18989,25104
49023,645,5087,5865
49025,1083,2998,4180
49027,624,5404,6190
49029,1086,5181,6606
49031,86,773,871
49033,180,1157,1369
49035,289906,230174,546581
49037,3113,3535,6877
49039,1794,10459,12625
49041,1084,9052,10362
49043,15244,10252,26086
49045,8943,21014,31506
49047,1663,13261,15303
49049,76033,192812,284286
49051,6187,10795,17790
49053,20530,67294,91070
49055,365,1229,1621
49057,40695,65949,111403
50001,15089,6567,22611
50003,11858,6724,19357
50005,8529,5924,15158
50007,72938,20104,96755
50009,1890,2164,4237
50011,13612,11274,26072
50013,3346,2194,5782
50015,10773,4171,15679
50017,8351,5782,14876
50019,7757,7086,15442
50021,18746,14625,34772
50023,25101,8707,35325
50025,20057,7251,28452
50027,24779,10135,36308
51001,7578,9172,16962
51003,42466,20804,64657
51005,2243,5859,8203
51007,2411,5390,7894
51009,5672,11041,17005
51011,2418,6702,9268
51013,105344,22318,130739
51015,10840,30714,42278
51017,646,1834,2501
51019,12176,35600,48669
51021,532,2903,3479
51023,5700,15099,21123
51025,4552,3357,7948
51027,1587,8311,9957
51029,3471,4544,8129
51031,8070,21245,29901
51033,7657,8336,16288
51035,2842,12659,15657
51036,2624,1761,4441
51037,2317,3815,6191
51041,106935,93326,203955
51043,3920,5192,9337
51045,587,2536,3170
51047,10617,16012,27116
51049,2227,3019,5313
51051,1503,5748,7307
51053,6224,8695,15092
51057,3038,3075,6178
51059,419943,168401,601243
51061,17565,25106,43671
51063,3004,6225,9412
51065,7414,8155,15846
51067,8381,20895,29704
51069,17207,30558,48718
51071,2156,6876,9178
51073,6964,14875,22284
51075,6685,9966,16952
51077,1535,6529,8131
51079,4163,6866,11313
51081,2627,1914,4574
51083,7666,10418,18248
51085,25307,44318,70988
51087,116572,63440,183299
51089,9127,16725,26105
51091,417,1092,1533
51093,9399,13707,23456
51095,25553,23153,49639
51097,1590,2450,4115
51099,5404,8446,14227
51101,3260,7320,10737
51103,3368,3697,7152
51105,1489,8365,9947
51107,138372,82088,224976
51109,8269,13294,21916
51111,2418,3537,6002
51113,2698,5300,8133
51115,1825,3901,5829
51117,6803,9266,16207
51119,2491,4196,6785
51121,23218,20629,45037
51125,4327,4812,9318
51127,4621,9631,14471
51131,3667,2955,6732
51133,3252,4485,7815
51135,2971,4027,7078
51137,7995,12426,20754
51139,3007,9345,12514
51141,1954,7485,9535
51143,10115,23751,34227
51145,5320,14055,19733
51147,4973,4434,9575
51149,7103,10103,17439
51153,142863,81222,228267
51155,4925,12127,17386
51157,2096,2812,4979
51159,1513,2547,4102
51161,21801,34268,57226
51163,4086,8088,12377
51165,12644,30349,43821
51167,2373,10879,13386
51169,1692,9063,10869
51171,6836,16463,23684
51173,3008,10963,14136
51175,3969,5730,9786
51177,34307,39411,75317
51179,40245,37636,79629
51181,2397,2025,4471
51183,2827,2219,5088
51185,3205,16731,20152
51187,6603,14069,21147
51191,6617,21679,28693
51193,4501,5318,9948
51195,3110,13366,16615
51197,3143,11733,15073
51199,17683,20241,38791
51510,66240,14544,82521
51520,2313,5347,7814
51530,825,1863,2776
51540,20696,3094,24213
51550,66377,58180,127246
51570,2972,6007,9160
51580,964,1580,2603
51590,11710,7428,19456
51595,1612,754,2384
51600,9174,4007,13487
51610,7146,1490,8819
51620,2525,1487,4064
51630,8517,4037,12877
51640,777,1838,2639
51650,46220,18430,65957
51660,11022,5591,17093
51670,5430,4020,9628
51678,1791,906,2764
51680,18048,17097,36364
51683,10356,6256,16978
51685,3992,1979,6088
51690,3766,2165,6024
51700,53099,26377,81270
51710,64440,23443,89988
51720,464,1109,1601
51730,12389,1584,14133
51735,2054,5605,7857
51740,30948,12755,44601
51750,3358,2786,6320
51760,92175,16603,111181
51770,26773,15607,43323
51775,5148,7683,13051
51790,6981,5695,12992
51800,28676,20082,49642
51810,117393,105087,227717
51820,4961,5507,10717
51830,4790,1963,6890
51840,6610,5221,12113
53001,1814,3907,5862
53003,4250,7319,11951
53005,38706,60365,103033
53007,19349,22746,43306
53009,24721,23062,49264
53011,140324,126303,275403
53013,668,1754,2495
53015,23938,34424,60280
53017,7811,12955,21308
53019,1486,2771,4367
53021,13340,18039,32404
53023,366,1069,1489
53025,11819,24764,37680
53027,17354,19877,38441
53029,29213,22746,53925
53031,17204,6931,24792
53033,907310,269167,1210507
53035,90277,61563,158672
53037,11421,14105,26364
53039,5959,7237,13560
53041,14520,29391,45309
53043,1713,5150,7033
53045,17269,18710,37303
53047,8900,11840,21282
53049,6794,6953,14064
53051,2593,5728,8553
53053,249506,197730,464081
53055,9725,3057,13197
53057,38252,32762,73423
53059,3192,3885,7312
53061,256728,166428,438796
53063,135765,148576,295430
53065,7839,19808,28430
53067,96608,65277,168134
53069,1165,1741,2981
53071,13690,16400,31261
53073,83660,50489,138620
53075,11184,9067,21126
53077,43179,50555,96193
54001,1457,5116,6677
54003,17186,33279,51535
54005,2041,6816,9012
54007,1457,4120,5664
54009,2947,7545,10656
54011,14994,21721,37360
54013,568,2364,2971
54015,641,2679,3365
54017,435,2619,3101
54019,5063,11580,16862
54021,599,2012,2662
54023,607,4871,5509
54025,4655,10925,15850
54027,1939,8033,10086
54029,3790,9806,13800
54031,1381,4859,6331
54033,9215,20683,30465
54035,3207,10093,13508
54037,12127,15033,27703
54039,34344,46398,82244
54041,1538,5782,7457
54043,1711,6012,7830
54045,2333,10534,13026
54047,1333,5148,6527
54049,8901,16300,25794
54051,3455,10435,14080
54053,2526,8491,11203
54055,5556,19237,25134
54057,2660,10040,12872
54059,1397,8544,10022
54061,20282,20803,42072
54063,1345,5068,6490
54065,1998,6537,8695
54067,2226,8279,10630
54069,7223,12354,19898
54071,820,2782,3659
54073,699,2742,3491
54075,1047,2895,4008
54077,3163,11190,14572
54079,7878,20034,28501
54081,7982,24673,33106
54083,3362,8673,12200
54085,586,3649,4283
54087,1455,4213,5763
54089,1448,4074,5585
54091,1796,5477,7383
54093,938,2841,3844
54095,631,3226,3922
54097,2256,7771,10221
54099,4088,12585,16947
54101,610,2759,3402
54103,1539,4993,6667
54105,466,2134,2653
54107,10926,27202,38762
54109,1157,7353,8592
55001,4329,7362,11818
55003,4801,3841,8757
55005,9194,15803,25346
55007,6147,4617,10880
55009,65511,75871,144017
55011,2860,4834,7816
55013,3569,6462,10141
55015,12116,18156,30774
55017,13983,21317,35938
55019,4524,10002,14898
55021,16410,16927,33869
55023,3953,4620,8695
55025,260185,78800,344791
55027,16356,31355,48436
55029,10044,9752,20117
55031,13218,10923,24677
55033,9897,13173,23524
55035,31620,25341,58275
55037,781,2133,2940
55039,20588,35754,57251
55041,1721,3285,5053
55043,10998,14142,25608
55045,10851,10169,21406
55047,3344,7168,10671
55049,7828,5909,13992
55051,1533,2438,4010
55053,4256,5791,10184
55055,19904,27208,47979
55057,4746,8749,13709
55059,42193,44972,88738
55061,3976,7927,12095
55063,37846,28684,67884
55065,3647,4821,8555
55067,3704,7330,11165
55069,6261,10017,16497
55071,16818,27218,44829
55073,30808,44624,76751
55075,7366,15304,22979
55077,3239,5719,9065
55078,1303,278,1590
55079,317270,134357,458971
55081,8433,13775,22611
55083,6715,16226,23215
55085,10105,13671,24159
55087,47667,58385,108022
55089,26517,33912,61486
55091,1489,2584,4144
55093,9796,12815,23317
55095,9370,16611,26371
55097,20428,19299,40603
55099,3032,5394,8546
55101,50159,54479,106451
55103,3995,4871,9014
55105,46658,37138,85360
55107,2517,5257,7886
55109,23190,32199,56707
55111,18108,17493,36203
55113,4498,5909,10510
55115,7131,15173,22615
55117,27101,37609,66011
55119,2693,7657,10686
55121,6285,8833,15380
55123,7457,8218,15923
55125,5903,9261,15369
55127,22789,33851,57600
55129,3867,6334,10378
55131,26650,60237,88070
55133,103906,159649,267996
55135,9703,18952,29130
55137,4388,9016,13568
55139,44060,47796,94032
55141,16365,24308,41298
56001,9092,8579,18744
56003,788,4806,5784
56005,1935,16975,19735
56007,1427,5014,6706
56009,861,5917,7010
56011,378,3651,4143
56013,5519,12007,18234
56015,1203,4878,6272
56017,482,1999,2588
56019,897,3881,4952
56021,15217,27891,45237
56023,1509,8643,10525
56025,8530,25271,35391
56027,155,1118,1322
56029,3410,12813,16815
56031,890,3898,4963
56033,4043,11843,16546
56035,882,3957,5000
56037,3823,12229,16698
56039,9848,4341,14787
56041,1591,7496,9459
56043,651,3245,4032
56045,360,3107,3560
2938000,107660,26393,136645
NA,1276,85,1374
